"","186","295","321","337","464","469","502","506","563","931","961","962","1000","1071","1076","1078","1081","1139","1140","1144","1150","1153","1162","1197","1218","1231","1256","1259","1262","1276","1283","1284","1328","1329","1349","1365","1372","1381","1387","1401","1402","1414","1422","1524","1551","1553","1559","1561","1568"
"NSCLC_A549_1",171210.5829,1246686.524,527193.487,411155.8781,59929.70461,49255.07973,171273.1364,159183.1286,663694.9741,35070.49713,205990.1024,60422.99028,141932.6728,230707.3053,1581944.95,888762.255,291579.447,1160526.357,264096.4816,380866.3041,2010901.874,646161.3985,308624.572,174167.2646,358643.7988,168153.6134,1226676.022,432775.5161,1682597.289,616102.1974,90521.64522,87382.69724,71786.37972,1030923.429,66751.68549,587233.2752,209229.4453,1664931.401,624615.6967,95049.95991,1719464.149,645473.192,89954.00002,52983.82193,1672321.686,686730.5097,259889.4715,1563879.456,189971.5111
"NSCLC_H1703_2",204751.3591,1338013.461,571379.0841,486137.092,89261.66256,72052.72202,187464.2389,180000.614,443440.3745,89938.26439,245504.4646,66420.47144,153877.9564,0,1540255.324,692656.8931,219322.0773,1395022.667,0,459137.9028,1551694.853,516276.2156,405340.4733,138470.2654,16478.75072,47463.95084,1604223.193,576127.4046,1399125.584,508743.2592,65972.45613,45004.10471,82900.0102,70503.71698,108832.0636,988882.9688,384139.6428,2281045.486,860709.5233,131002.1274,829008.9569,293504.7109,42264.73772,97472.8842,1608166.705,940825.2406,363398.5823,304311.3998,35762.79339
"NSCLC_H1703_1",203558.4952,1040438.105,498460.6875,411052.8868,96002.36973,0,193894.4078,179518.9387,736672.9068,107041.3412,321302.7635,90237.59336,184414.1863,37288.30387,1638339.884,740586.5405,242345.6307,1344168.06,0,446126.7692,1437951.238,482798.776,389654.6384,140844.4513,0,0,1555350.658,555434.0826,1378829.209,497591.375,68732.01593,0,81852.91597,99080.45557,115238.7582,1002957.366,377677.6753,2026722.484,765475.8487,108827.848,854172.952,313811.6234,51125.12753,95633.56928,1931490.887,1086556.334,417606.081,436556.8065,53865.65208
"NSCLC_A549_2",245859.2006,1371135.588,153050.9373,495539.7034,81436.65785,85158.56741,0,186757.144,809830.2341,43565.82607,299820.7353,84747.2719,261578.5732,314648.7325,1730887.909,1144259.294,367650.9936,1442570.093,471708.4553,457375.6902,2272554.651,773292.3518,362162.4799,186372.7349,427800.1183,230110.1522,1359538.194,495468.0917,1821494.948,635561.3457,89888.93269,109262.9898,59017.672,1193013.512,93183.12778,608533.6011,221856.3239,1732423.877,649737.5435,106003.5982,2036999.677,762600.1361,116878.2991,58497.52991,2077164.367,846116.6842,328548.1739,1824856.678,243842.0526
"NSCLC_H1437_1",214448.178,1107105.986,524333.567,484994.8797,92368.82235,69868.5498,181168.8533,0,635990.2172,51087.42828,225084.583,55573.15687,149658.9117,178500.9988,1149976.279,1306577.709,422360.5027,1313340.287,108083.9781,426595.3301,2386937.6,802728.3053,345864.8827,118844.5115,383683.0215,74921.63366,1044867.464,377669.1186,1617663.099,568534.8039,84579.99092,58797.63165,41044.11243,806526.0946,0,242116.0697,81066.41693,1419139.504,531985.3086,83218.09256,1269265.883,459612.8875,64837.50435,0,943472.0371,402230.0367,153070.9443,374591.4737,44104.41364
"NSCLC_H2228_1",183191.6157,1174738.024,492585.8915,449578.4386,79716.72953,75515.06063,183437.4307,160558.7349,276662.4819,0,156993.444,47661.40057,90737.41356,134624.6313,1962268.398,177505.8543,61210.8724,275582.8537,145118.1634,90149.94352,1397163.917,463010.9798,306187.7022,122634.5523,224532.7457,244751.9761,961230.6243,335751.1361,1615823.141,582776.9029,76509.16145,57890.40962,78496.7078,887946.7959,50808.3387,364058.9286,129207.3489,1712049.824,637511.1714,95778.0245,2198628.726,822515.6724,111458.2223,71137.63905,651840.9349,324327.635,120577.9019,239850.4383,26049.74665
"NSCLC_H2228_2",175265.4691,1202536.587,534477.6418,411424.5102,78543.10781,73022.58488,188280.2568,166795.8967,279301.0355,0,177756.902,56684.10067,93190.85907,144833.3828,1978721.26,258731.2309,79067.14016,402672.168,249697.7462,116801.029,1435649.346,469439.0543,249398.5049,133101.905,266898.5121,234478.3424,917672.1196,323971.2926,1305062.953,477014.5509,63940.66034,54643.91235,85951.44791,1166722.717,69813.82988,370106.6324,133959.1459,1514598.629,552987.1619,80946.89867,2151175.34,801903.5808,111787.1274,73818.14014,983533.8015,410931.9278,158182.4198,480516.1821,81599.98032
"NSCLC_H1437_2",209841.9595,1227507.881,557683.282,439658.0081,85554.76639,53375.19676,180316.8659,162056.8933,480095.9724,39254.9881,176479.9671,35566.78688,133280.4,169943.1706,1109062.188,1361577.321,440517.984,1341152.168,122252.3998,421925.3291,2264753.838,769480.9346,365340.2576,0,444780.9174,72155.09256,984282.1263,350714.3873,1520010.939,529926.0027,76496.48792,63479.07457,40097.04311,959272.6258,51391.63267,226828.8746,82891.54192,1282982.668,488741.6452,74083.46712,1273900.229,474645.304,61945.54567,30605.31487,1056893.353,437782.2224,169338.1717,448340.7409,47908.89141
"NSCLC_H3122_1",193689.119,897012.2317,429777.7038,376694.1029,58148.61391,70389.01583,176004.3086,158849.0344,293541.8231,11293.18377,75601.49088,0,85941.99274,159037.8323,935734.0357,1572857.066,485781.2239,1313516.836,78008.10865,429657.9958,1853504.303,637659.3331,142501.3571,142558.2437,1503214.596,68056.76788,1011282.758,352198.6011,1242783.069,430968.1967,57893.83272,31885.95268,0,2101080.761,38385.39894,213506.7104,0,1049991.894,395307.462,60621.49012,762510.4073,274212.8825,0,11919.22697,999800.2055,335671.1381,125139.132,1894310.676,0
"NSCLC_H322_2",182119.5458,976448.8407,397898.3481,408685.133,89009.23679,74915.7233,194904.8565,181511.354,304541.2244,47592.74145,238764.6852,62536.55291,142421.0688,254045.0301,1417049.899,637925.2025,188318.2333,721774.5853,106536.4918,217222.0917,1475070.987,498342.7043,176472.3668,256797.5577,158569.6092,107672.6353,1076573.262,386343.2918,1455222.442,522777.7485,72640.37138,44291.58531,116374.2103,441147.962,110191.2759,479291.4304,175158.7718,1354471.305,499691.8594,77568.36857,1694217.973,632915.1408,82073.82128,49384.36621,842417.8986,258149.2988,101574.0772,1193769.015,64014.81829
"NSCLC_H322_1",188401.1641,759703.1057,525989.0741,489322.9186,89690.57333,62129.42282,190631.5293,104366.1362,359667.2951,74144.43678,269159.808,82072.19193,178466.8909,270882.1596,1464282.459,643472.0442,208905.3383,787657.6243,96501.88374,246325.9091,1792609.57,590421.1491,205041.8888,284823.7697,118645.862,0,1249411.812,439053.2859,1748028.143,632058.6098,90570.16308,48657.99425,129449.9202,377683.6561,108725.5056,507060.9125,187559.5867,1565454.598,588681.8174,89836.98624,1839776.966,680748.3839,103940.0288,63851.54034,625334.8789,218248.7268,95373.24097,803575.2592,44442.83689
"NSCLC_H358_2",204225.1612,1293611.346,550483.0584,418067.4975,91824.76032,83091.31033,183802.5628,186518.9328,258812.0305,59403.26694,162358.6979,41367.01286,73594.7858,185421.6526,1222394.842,675152.8029,197951.6554,317890.8005,80782.42682,91381.92495,758469.9848,657717.0298,414079.7997,257489.5869,367799.1253,73018.92048,1075198.024,369502.1697,2116550.522,769578.9715,111234.85,80113.64777,69493.73589,924232.5649,0,543031.4179,196281.2406,2034832.78,776591.5618,123066.4549,1520522.661,563943.0994,77278.73909,34579.85853,255452.1021,686440.3817,264163.6632,254068.5702,90655.94473
"NSCLC_H3122_2",214867.8381,1081139.815,505737.647,519929.0495,57737.62081,58941.13237,168097.1899,135013.1855,370593.4453,0,101443.271,25167.53843,105096.2721,164495.2871,941604.9759,1804847.669,578544.0951,1637516.917,97566.35588,517852.5405,841675.6414,753195.7784,128443.0642,130359.6365,1812322.053,65502.93543,1142556.5,403576.534,1224286.215,438274.4216,63811.01389,34039.67354,22092.02471,2368413.223,48000.05648,195904.9836,68991.79178,1165485.534,440234.7249,67909.25898,932176.5008,344792.9473,52725.88314,0,1251425.362,386851.5309,148052.0193,1381197.869,0
"NSCLC_H522_1",179332.7458,1081416.241,482307.9809,431489.573,94458.64042,91027.73226,201534.3149,192370.2111,0,72138.34391,196883.1221,49928.39401,111509.6684,112856.144,1451521.739,413969.087,131491.657,416694.3907,137307.0037,125474.6959,1734092.508,564595.9705,189409.5925,226560.3111,715015.3247,129997.6064,930758.4903,329983.3712,1998018.301,705124.1678,97030.66732,120381.0872,64512.00588,458481.116,130757.5066,595743.4329,207265.7902,1114705.74,409419.6288,62878.97564,1746020.35,659595.4275,87480.85316,84290.23504,654074.8327,221597.3073,86011.53259,819223.931,65624.24417
"NSCLC_H522_2",209857.3784,1144907.468,524312.2218,505005.1552,85781.26997,38734.51767,194005.3877,170878.3756,292226.3386,68013.4746,136875.0512,44864.81861,70484.46825,104190.1565,1574458.674,397123.8712,128470.0099,423108.3691,101718.0742,138599.9697,638094.4124,683342.5182,213515.7924,238478.036,537269.9269,111387.6267,1067669.606,371442.6635,2297178.243,851263.2069,119457.3175,107369.9648,82491.93197,389602.997,132966.1367,590611.3165,217489.4372,1281575.813,463701.134,71793.57508,1753115.398,653571.456,81437.42569,102165.6278,478914.7592,197358.9414,74955.59601,465729.6625,48738.03978
"NSCLC_HCC4006_1",108078.6984,934862.6942,501511.0975,410598.9955,67146.55106,76118.80783,186391.469,169057.7871,277185.9896,23138.96702,207417.4828,55583.08336,126947.1875,75809.99725,1268022.118,670419.2445,200212.3359,819902.4257,63681.80426,257802.0267,1766139.142,597765.9787,481471.5171,221769.5183,1028380.996,139388.2114,970881.7706,336522.9203,1608227.194,570713.3784,85069.93687,85441.66809,0,471710.6728,74544.4935,502127.2571,190846.4318,1322889.34,484685.917,75718.60594,1428314.942,527221.362,75708.1885,0,1089411.941,305025.115,117206.8476,681409.1206,44449.7477
"NSCLC_H358_1",219518.1009,1142090.559,236027.9521,526958.2371,87549.23927,86780.33346,204268.1454,175374.53,579520.69,24378.97013,112889.612,35124.57424,48788.49724,180058.297,1496101.376,1210447.023,374086.6027,572451.4009,129741.8141,185352.3627,636328.6621,710024.7636,299001.4169,246157.9199,254079.3105,116930.0982,1295051.963,444075.5557,2160911.039,793863.4063,115866.7215,42650.72193,111880.8699,1753920.595,63003.65238,501735.5535,184357.0917,2432688.111,915736.5717,130751.8677,2190415.955,830905.8352,137503.3782,42794.347,528174.7817,1208169.064,493962.731,245108.7149,203793.5518
"NSCLC_PC9_1",156375.758,1184100.371,589599.034,527682.5693,90637.70073,74225.68199,186853.1887,181090.8916,253823.9684,34497.35916,147891.96,44203.28379,72151.86487,236339.8869,1055488.422,516895.9047,164259.0649,328790.2935,270468.577,105794.285,1897428.442,633668.6889,237393.9598,408041.0742,310208.84,8253.746681,1185052.967,412587.0557,2140756.645,805112.8559,97930.50259,59385.24862,142478.8541,976177.9208,93988.48618,767639.4353,285968.4674,1768585.309,647157.2032,94345.69353,1936800.134,720654.1989,98587.38527,70633.65721,367958.836,295497.8017,116589.8874,282905.5673,79492.39986
"NSCLC_PC9_2",200983.9128,1240396.572,517075.967,525423.4923,94805.27578,83280.50749,189994.0011,177769.6785,535035.3276,45747.29136,228717.6034,69667.76018,158274.4999,249585.3034,1157920.255,659670.9392,209738.3159,434072.1466,308218.0387,138768.6993,1959598.488,648870.4329,205775.1037,390089.203,395421.436,174477.2767,1178600.108,422968.6697,2183782.579,802299.206,119153.9895,65222.77559,141549.6311,1131335.524,113647.2173,712689.8175,275053.2866,1821708.787,669733.6755,102802.6322,2111415.32,799876.0264,115417.219,86285.12518,466155.9833,345190.527,136091.0208,128845.0978,94917.55028
"NSCLC_HCC4006_2",210408.0577,1218690.882,560052.8918,554733.8077,78094.30676,81024.49545,195525.7022,179814.8553,0,19711.1689,268055.3662,69490.67951,196597.8036,105392.1906,1374390.724,957480.6819,306728.0709,1106330.706,92869.61203,365281.5915,2163711.191,716352.7373,547115.203,247583.7389,1333664.425,187908.9489,1125455.6,407742.3806,1781967.15,639006.6226,90911.58503,117893.4539,73297.25887,634120.519,104424.6013,536358.1385,199542.7887,1596994.981,616229.6823,98259.93788,1841645.367,694576.6726,107570.6586,85526.51333,1482155.18,405535.3652,158070.5562,1034862.925,83385.15587
"SCLC_86M1_2",185771.0194,1233497.617,539719.9352,442440.9886,89481.54625,68388.19782,205896.1571,179398.3169,0,53457.3987,155674.8526,42732.46307,58882.37743,76572.80548,582837.6331,169764.2872,51555.46326,197321.4372,66323.43836,61377.33501,1216371.157,398566.8253,434786.34,281019.4941,0,289142.279,513467.4278,176838.0772,2121997.887,769188.8593,105041.7161,210450.0019,254534.5531,0,75850.66452,347599.3123,123373.807,1037357.157,384134.749,54515.69458,2496217.933,937359.0947,129235.8673,149513.595,95913.4548,267123.614,99450.52013,30989.23685,94252.2488
"SCLC_86M1_1",228889.1961,1239713.557,589553.3122,552792.4461,93399.19476,88720.8997,210067.8512,173318.564,596283.6947,74645.56149,204540.6592,59505.63509,111268.928,95343.68975,654803.4953,185367.7092,57202.42882,217838.4483,83085.74827,77551.95808,1355969.711,460783.0815,522065.9439,302260.2577,63084.60222,365462.3919,591662.4355,202593.0854,2445957.677,903325.1478,128372.3219,263323.979,297826.6082,0,99480.99815,368017.9438,131800.0931,1189477.044,442822.5302,70765.263,2871247.054,1075576.634,164954.621,171142.0274,91850.35778,295990.9336,114013.2295,51292.01334,90711.97077
"SCLC_16HV_1",210212.8974,1178996.797,545870.4082,458694.4944,93214.61248,64943.55795,188065.3845,179267.3225,595441.3937,51414.71174,224370.3668,66338.13932,89052.88324,122458.4705,549993.6611,1409313.842,455434.1061,624753.8909,196848.8575,189279.8377,2413900.644,812284.1079,354301.1255,272847.2915,146848.6624,175515.006,845786.3488,294407.7501,2170723.951,781536.3178,101400.6219,121289.4344,85580.9824,632244.4257,101004.6471,485097.8865,173046.4683,1267673.095,457687.093,0,2442060.257,921165.2219,130504.0556,101332.8645,395559.5035,252510.9777,96664.77161,310169.128,84016.64955
"SCLC_16HV_2",201732.9597,952492.4482,554822.9679,500221.5291,86262.36889,77959.01808,180473.9451,0,525684.0505,47517.82362,239139.7575,61028.62804,137589.2905,147616.7032,618231.2213,1591221.684,501532.5438,705201.9578,265204.3613,219329.1905,2307139.198,784142.2441,372277.7754,265533.4425,218007.0356,197722.7856,844145.1636,287889.4976,2198842.012,792398.241,116394.6334,139935.3972,87584.88768,818305.003,108370.7339,487646.5062,175182.6407,1257956.108,455078.2784,72078.51173,2514109.325,936977.4282,134518.584,104063.8101,520154.9056,267218.0376,103999.1192,488210.3664,132496.3673
"SCLC_DMS79_1",0,1020207.232,565403.2616,423270.7622,89069.80316,70437.30755,178976.5807,180494.5026,428989.5356,0,198732.4977,52960.76283,111795.3744,64702.84229,477813.6258,244738.7893,73576.50776,257917.478,117493.0253,84026.13333,1627418.606,532033.7383,744552.6109,409152.0287,173278.9799,497597.8334,621579.9284,209756.1675,2148404.266,801002.9102,105850.3326,122078.5432,189064.6284,655151.6769,0,522898.4032,183661.6236,827803.1891,290289.1221,0,1996340.277,745934.6009,101906.5823,0,73725.47756,211274.4549,83740.74652,94637.02555,166471.2957
"SCLC_DMS79_2",211235.4462,1134307.517,523764.6035,452581.1326,84106.22538,70196.68201,189684.1446,177441.9156,291438.7463,49149.89971,187515.7619,46097.90817,120056.2389,57098.38926,353166.8295,190512.0459,62555.86224,230673.5024,79297.60386,77637.71387,1635880.564,535458.926,684515.8501,394213.979,151268.1618,448263.4979,574630.3167,205339.153,2172781.862,791559.7704,84929.53663,111530.6393,165690.7879,581956.1386,118749.7932,477047.4853,183666.6329,743628.3359,271014.6547,39367.21075,1787046.807,660132.4624,79396.96793,113798.0752,27061.28099,188113.9597,72793.28962,82821.1936,146194.644
"SCLC_H187_2",161141.3947,1172182.303,517469.3151,341606.6548,90203.262,72164.14684,181153.6245,172517.0362,679322.2467,59568.52386,293499.3927,85959.652,165160.2498,133908.4941,769083.1829,510996.244,166053.5672,364540.1356,234813.5093,108529.1191,1737766.335,571917.8746,351156.1273,267319.1005,116651.146,380506.5634,793824.6303,267309.3452,2104750.73,784432.5957,110701.1147,163797.8997,179720.662,524651.6005,133506.4492,528003.165,198221.7416,1376845.126,502997.7673,72447.35985,2390066.228,888205.7445,131543.0953,113438.9944,395742.9571,221682.0415,84048.43203,507231.9526,82178.008
"SCLC_H187_1",209849.5147,1163226.062,563222.7053,523096.4805,90534.00473,75311.23243,180848.7269,176057.1325,836621.023,68783.9027,354924.3348,97100.76096,239684.6799,146719.6058,824303.6604,622822.8594,191688.5609,403122.0091,272995.7109,121355.2071,1739026.542,576176.0049,379396.1631,275936.3698,199837.0963,409010.3922,783587.3439,280225.4913,2139397.507,775557.5591,108623.5535,217542.4648,182305.4449,575511.6865,155838.6818,531697.5203,196743.1302,1358529.645,503058.2846,72313.94588,2568024.157,968180.6046,130504.1512,112928.9485,559249.2205,245573.5015,93386.88955,781953.9221,121034.4276
"SCLC_H209_1",147134.6884,1150867.75,508427.0217,486818.8202,80397.97537,73656.48989,188022.2527,173848.0735,294017.7193,70929.41523,201714.0704,56960.63747,127628.5072,40514.94473,259830.6477,572757.0961,179314.0533,434249.1377,0,130027.3689,1663351.184,544916.07,943037.411,372963.1161,14632.74822,269091.7429,556594.7261,190612.2903,1996680.564,729610.3484,103131.2834,196481.6506,194574.1849,0,110290.64,338891.5471,118771.1717,713288.364,263307.6627,30926.64316,1522534.361,579392.0794,81676.56218,121406.2388,117395.6011,198761.7922,75525.77082,0,67422.98841
"SCLC_H524_1",0,1238441.142,558777.4713,454198.1934,95610.41714,87172.35231,198276.7799,184477.7531,605623.7125,55114.73516,232739.5231,67840.08911,117600.8088,179599.1352,509641.6129,1248400.395,411054.7015,453390.6672,167961.9141,127072.6817,1912349.423,644240.2836,196950.6178,223429.734,0,439289.3355,517575.1945,173839.6731,2182398.976,769916.0585,102781.3712,48051.99034,106101.1416,464448.7377,83119.42469,157620.6688,52108.72147,737819.38,268363.8286,36830.52572,0,759567.3612,106261.2214,77790.50846,0,112399.2545,51261.3945,0,31234.46714
"SCLC_H209_2",183190.1103,1003479.677,518649.7923,472057.1973,90143.85853,83069.74943,191287.5854,180938.4635,0,79153.97713,277858.4572,80438.53666,172797.396,0,296388.5912,893285.2397,280168.1181,640561.2237,36717.31779,205602.0507,1720250.524,584409.3757,983358.2944,395288.943,26906.70073,346134.7895,625232.6351,211700.255,2034590.829,748998.3845,75865.8708,245918.6907,254059.5745,0,169434.8555,348954.2312,127355.3529,805563.5067,282896.9993,48296.02873,2010066.348,764668.3698,113412.3294,135904.0421,236066.4282,334433.9517,109197.3713,266819.7712,148792.1738
"SCLC_H524_2",213320.2146,1404058.25,586190.2211,535803.2582,102098.9737,49392.3531,0,213156.7057,542935.8259,84975.75199,366646.4918,98042.51495,237411.47,243400.6011,663818.8586,1459597.243,476954.3741,562554.4934,250016.3867,181987.8225,2259723.698,736651.9958,275232.1239,246139.0057,30522.85938,577263.3562,595660.9072,191589.066,2547268.828,932276.7742,105026.5184,67321.98463,116905.1238,530471.1281,103536.2171,171093.3042,43910.55731,869246.1371,316876.3252,52902.90768,2449003.089,919725.1348,119356.4509,93410.04988,19109.69147,129749.0681,44498.55721,0,62182.38911
"SCLC_H69_1",159214.8509,1175188.424,189915.689,336297.4301,96648.65198,76103.70014,0,170308.562,498739.9212,79463.49592,253743.6126,71573.26464,123795.8965,39037.27461,703873.4597,27048.62612,0,0,0,0,712747.6429,228873.2935,190486.6306,0,43884.46489,135489.6893,281011.213,96987.94853,1436821.197,508051.6916,71396.65077,56850.93287,46746.61142,388192.9313,34642.84876,213171.488,78751.54982,507931.3947,173618.9507,24432.29462,1643274.698,611852.7334,80366.02947,103356.0729,28882.76985,163649.9093,58285.22753,67623.00001,125282.1661
"SCLC_H82_1",179388.1472,1037688.498,472483.3063,309271.3091,88391.00962,60028.60806,180335.5956,165788.0925,662004.003,70705.04179,384003.9987,111406.2757,245592.8582,77822.26318,999682.9357,495708.7197,138450.3949,341205.0247,86843.86196,0,1417238.693,474169.9925,281259.324,169040.8488,46862.41962,248924.0512,542229.5674,163058.7325,1592434.123,558959.3325,76161.1306,141689.8253,76899.21747,982257.9554,104669.9426,354698.5907,125012.3601,998142.3343,367104.9486,47686.03054,2090167.796,780744.7759,111280.494,165537.416,110096.7896,249009.065,0,0,71654.53543
"SCLC_H82_2",219626.3053,1151794.883,600798.3216,495478.2366,97595.55222,99096.82348,223973.6699,186634.6959,759296.3198,99908.60367,374304.8617,106568.7039,236334.5777,94199.68237,1163577.746,493552.2361,149831.7055,390599.304,102894.798,121403.4286,1797726.444,594777.2335,298926.6065,182875.1427,27859.37874,310984.3035,666532.2771,236756.5216,2093959.273,767899.2813,87709.85327,140499.3632,102755.8415,673826.6575,125228.4147,378105.9328,152021.0581,1356107.963,502745.4546,75433.51353,0,958345.0623,139290.4915,205283.8697,81360.13504,218359.8728,88729.76234,31529.07337,65324.41423
"SCLC_H69_2",233323.8201,1426506.288,645913.8649,587500.8031,97861.14492,100289.5739,220895.7068,223503.7238,481209.5818,74165.74287,159725.8457,44074.38829,59540.59095,38150.56732,871065.3799,30308.00514,0,39145.80832,34269.28328,0,867873.179,283798.1929,209697.0576,0,39338.89675,91728.07594,330317.426,114600.2984,2021869.399,713298.6749,103547.9184,64489.79582,45393.90083,349569.2204,0,221082.2641,72263.44374,631480.7834,217917.8605,32169.24316,1924433.44,710532.4239,0,123144.6391,34216.67633,167034.8056,30054.18011,57898.32762,107983.0956
"SCLC_N417_2",175719.8524,1055851.68,155304.2895,366717.2304,77631.22089,82580.9709,192857.3271,161633.9108,650044.5701,64364.74039,284555.8518,81111.84643,183504.0454,72215.49459,247900.7239,705625.9908,217505.3671,393340.1757,153787.8827,110541.4137,1508154.671,484214.4569,294401.1354,335482.7817,132591.5592,244707.5643,735791.7836,247973.8525,1845441.813,658651.4445,78262.18506,192574.7798,281670.3455,295262.0534,171807.756,694268.4823,258599.6315,1270284.857,463410.6381,64229.17665,2541318.945,970491.866,142012.6338,122374.7648,597310.1078,341519.4543,119585.8102,649109.3506,168795.6141
"SCLC_N417_1",204221.0677,1278411.147,566328.7108,0,94126.26606,82585.46745,191802.9617,183813.7329,683452.8634,69176.38762,300890.2249,73658.94144,214444.386,87153.07646,286400.4482,817740.4974,257239.6991,498684.6646,196470.4744,152349.4063,1808227.135,601060.4495,338684.5929,379316.4031,153121.143,289653.9678,825182.9084,286646.1448,2098387.36,751780.1982,110491.3027,215675.4099,324505.5282,364121.6651,222005.7444,801583.7365,299024.6465,1519161.945,546964.0096,69040.53617,3145132.251,1183579.273,172571.1181,149167.3515,674375.9496,397029.2623,148904.9146,708831.1396,121367.7799
"SCLC_SW210_5_1",175149.2572,1101994.558,175843.386,407183.4487,82320.95409,47487.82282,196696.9815,158121.8222,473078.3081,46604.62561,175738.8734,51864.56223,81502.83125,66546.09827,964593.0989,247254.9966,74370.01883,180091.7429,87726.39725,51869.36863,1421205.162,463798.7921,378692.8858,187311.5378,62693.57054,149641.432,518550.381,162700.6534,1914295.037,680081.4078,91655.27178,94200.70341,99228.54458,429762.6314,63845.96243,305914.7294,99379.74529,836636.369,296225.0871,48708.75744,2529128.332,940754.6418,142282.6062,119535.8736,131752.9636,385014.9545,144382.0813,77809.90877,287232.319
"SCLC_SW210_5_2",225370.32,1407596.388,0,561334.6414,107457.3283,96747.65516,222023.589,216241.6211,527883.9589,62598.41709,231681.1868,73975.06771,121001.5597,87130.10691,944401.8753,206617.0114,70634.80511,184141.9977,102481.831,65990.6147,1722583.356,575949.9695,370947.4496,202200.816,40559.09786,186014.6644,611190.1093,215037.7096,2367031.227,883527.528,104656.8423,108999.6309,110107.481,216488.0229,68790.14837,357435.7588,131617.9786,1032990.563,376977.9235,56876.84498,2822526.326,1053930.602,149415.546,136228.141,101663.6677,334884.1447,115385.9564,61827.40414,176777.0753
